pre.reason,post.reason
Innocent until proven guilty. We need to undertake a complete investigation. Modern governments mostly blame who they want to blame and sometimes this is open to question and other times this is plainly wrong. Deterioring relations between two countries could led to disaster etc.,"New information suggests that the attack was carried out by an independent group. I feel I was right to be sceptical in the previous situation, although I did have an open mind and Vadare might have been responsible."
I trust the NCSC to have provided me with reliable intelligence that traced the source of the attack back to computers hosted in vadare,"While the hacker group may be based in Harare, they do not operate as a government arm. They act independently "
It is possible that the attack came from Vadare but as it was a cyber attack their geographical closeness is not sufficient reason to be sure. ,New information has come to light that the attack was a malicious one but not for political gain or profit.
"the assessment of where the cyber attack came from should be easy to identify through the use of IP addresses.  This does not necessarily mean that the attack did come from Vadare as IP addresses can be spoofed through the use of a VPN, it also, does not confirm that Vadare are bahind the attach as even if the location is within Vadare there could be other players involved attempting to pretend it was led by vadare.",A hacking group may or may not be based in vadare but regardless if they are behind the attack vadare cannot be held responsible.
"The two computers came from Vadare. however, the signal may have been bounced across other countries so the perpetrator may have been located elsewhere. There is no more evidence to suggest that Vadare is definitely involved. ",There is no new information to confirm where this group is located although computers were found located in Vadare. 
"The national cyber security Centre has traced the attack back to the government of Vadare. This information is very specific, attack wasn't traced to just any computer systEM but to those of the government of Vadare. Due to the competence and trust put on the activities of NCSC, it is highly likely that the attack emanated from the government of Vadare.",The attack has been revealed to come from a group called  cyber chaos crew which does not rule out the fact that they could be directed by the government of Vadare. Most forensic analysis would be need to know the motive and those who collaborated with the known group
"Although the attack was traced back to government computers based in Vadare, this does not necessarily mean they were operated by people from Vadare. The computers could have been hacked by some other remote source based in a different country, exploiting security vulnerabilities.",A hackers group has been found to have been responsible for the breach. They have exploited government computers to do such attacks in the past. It is therefore likely that Vadare was not involved in the cyber-attack.
The intelligence indicated that the attack came from Vadare. However it could be individuals in the country or another country making it look like the attack is coming from Vadare.,The new information seems compelling. It aligns with activities the hacktivist group have been undertaking.
"Although the incident appears to be coming from Vadare, it could easily be spoofed to show it is coming from there but it is infact coming from another location. Further investigation needs to be carried out to determine the true source of the attack. Having the attack coming from government computers in another country is fairly obvious. Making accusations against said country could be very damaging to the relationship between the two if wrong. ",Will not change my earlier assessment as it has been proved that that the Valdare government where not directly responsible for the attacks.
It looks like this was the case bit the evidence is not conclusive so I could never be totally sure and would be assuming,With the new evidence it no longer looks like the case but once again can't be totally sure
"It appears that the attack originated from Vadare as my country traced it back to 2 computers based in that country.  However, I couldn't be sure as it was my country who did the investigating so there could be some biases.",I'm not any more convinced as the only extra information I've been given is the name of the hacktivist group.  It's possible that the group is more widely spread across other countries so there's a possibility that it didn't originate from Vadare.
I think the cyber attacks are more likely to of come from Vadare because there is a record showing that the leads lead back to Vadare.,I now think that the attacks could of come from outside of Vadare because a cyber group could hide their location.
"I feel that a cyber attack could come from anywhere around the globe. I would be wary to allocate the attack to somewhere without solid proof, as there could be repercussions. I feel that any country capable of launching a cyber attack, may also be able to make that attack appear to come from elsewhere. I would be wary of any agenda behind an attack.","I wasn't confident before without further evidence, but I now know that there are other groups out there which are causing these attacks.  I still feel that a state could be hiding behind, or funding any groups, so would still be unsure to release information about the supposed cause of the attack."
Assumed imformation previously given was correct but not 100% confident. Unsure if Vadare are aware of source and what steps they are taking to resolve. Unsure if  Vadare has been hacked or  made deliberate act as no information given re relationship between the two countries.,Assuming hacker information correct suspect Vadare's role is unwitting and hackers are using them as intermediary having accessed their computers. Despite new information I have no reason to doubt original information. Believe way forward is to alert Vadare and secure own country's systems.
Indications are that the attack came from the neighbouring country and as such our research would implicate them. as they have attacked other areas of our cyber activity it is reasonabl;e to assume that they are the source of this new attack.,The new information gives a situation where the attack may have been carried out for fun but does not preclude the attackers being instructed by our neighbours. Vigilance is still required as to the source of the attack.
"The cyber attack was traced back to the government in Vadare by officials so that would youneould think conclusively indicate that that’s where the attack came from, but cyber attackers are clever and could have intended it to look like that to throw suspicion off the actual source.  Depending how corrupt the government is could also indicate foul play, yes it’s easier to vote online, but it might be easier to ‘doctor’ paper ballot results to suit the government.  I’d question what the cyber attackers have to gain from the attack...or who else might be at gain...what does vadare have to gain?...might it actually be an internal job and they are just being used as scape goats?","Indicating that an attacker known to target the government systems does suggest that it could have come from there, that coupled with the forensic evidence, but I still have my doubts as to why there, and what they have to gain, or are they just being used as scape goats."
"Because it said that the attack had been traced back to government computers in Vadare, so that seems to be conclusive evidence to me","The information doesn't state which country the Hackers are based, so I am unable to tell if they come from Vadare, as they could've hacked into the computer system there and be based somewhere totally different"
The disruptive computer activity has been traced to computers in Vadare.,"Although a new 'hacking' group has been identified, this doesn't alter that the current activity was traced to computers in Vadare."
"I believe this as it was traced back to government computers in Vadare, however I am not 100% confident as I don't know how reliable the vignette was","Due to the new forensic evidence, it seems it was not gorvenment computers that hacked, but an active hactivist group. I changed my decision as I am less confident now that new information was shown to me"
The country next to us had economic reasons to try to disrupt our lives. The cyber attack caused us to revert to a less efficient system. The attack endangered lives by targeting air traffic control.,The evidence showed that this group might not be from our neighbors. Indeed the criminal hackers may just have attacked us because they could. There may not have been any political motivation.
"I don't think the cyber attack was an inside job,as it was probably done by those from outer countries with intentions to disrupt the election to gain lack of faith in the system from supporters. Vadare was innocent of participation.","I don't think the cyber attack was from vadare,as it was  done by those from those with intentions to disrupt the election to gain lack of faith in the system from supporters. Vadare was innocent of participation."
The National Cyber Security Center traced the attack to Vadare. There were government computers involved. I trust that the national Cyber Security Center has provided the correct information.,I have lowered my confidence score. The attack was linked to government computers in Vadare so there is a chance that the attack still occurred in Vadare. However there is a chance I feel that the hackers are sophisticated and the attack may have been set up to look as if it had originated from Vadare.
The NSCS is confident that the cyber-attack originated in Vadare as it was traced back to government computers located in Vadare.,New information now suggests that the cyber-attack may have been conducted by a cyber-terrorist group known as CyberChaosCrew who typically target governments.
"I am slightly more confident than not that Vadare was the origin of the cyber attack. This is due to traces of the attack leading back to Vadare. However, there remains a possibility that the traces could be false and a decoy to mislead away from the true origin of the cyber attack.",It was revealed that another party was responsible for the attack. Therefore it is now very unlikely that Vadare is to blame. Although with cyber attacks you can never be certain of their origin. 
Valdere seem to be the most likely suspects. There is not sufficient evidence to be absolutely certain. I suspect it is them but do not have enough to go on to accuse them directly. ,We still do not know whether Valdere did this but now there is evidence to suggest a specific group carried out the attack. We still do not know whether Valdere and the CyberChaos crew are working with Valdere.
"Assuming that NSCS is a reliable operations unit the attack would be correct. Vadare might be a malevolent country seeking to disrupt the ecomony/ government of it’s neighbor (us), for it’s personal gain, whatever that maybe.  ","Although Vadare may not be a friendly neighbour, reassessment is necessary. Although the hackers might be responsible, there still could be a double bluff scenario."
"I was told it came from Vadare, so I have no other option to believe it. I could carry out further investigations to ensure this is the location of the attack. But so far I have nothing else to go on.",Vadare could of hired the attack. Or the group could be based in Vadare. I have no other info to base this on.
"They have a motive, as the attack will destabilise the country.  All evidence so far points to them.",The hackers may use each country’s suspicions of the other to cause anarchy in both countries. A dare still has a motive however.
"The vignette stated that the government had traced the attack back to Vadare, but no supporting information was given on this. It is difficult to trust statements that come from governments/intelligence agencies particularly when no further info was given. It was only two days ago that it was reported as well, sometimes things change over time as new info comes to light.","Now that there is new information, it is quite possible that it was this hacktivist group and not Vadare therefore my confidence has gone down. However, the new information could also be false as maybe Vadare have framed the hacktivist group. It is difficult to know what to believe in situations like this, particularly when the evidence has not been disclosed."
It seems likely that the cyber-attack came from Vadare as it has been traced back to government computers in this neighbouring country. In addition there have been problems with air traffic control systems which further implicate Vadare.,I have decided to change my earlier assessment about who was responsible for this cyber-attack. This judgement is based on new forensic evidence which suggests that an activist group have hacked into government computers. I am therefore no longer confident that the cyber-attack had anything to do with Vadare although a final conclusion has yet to be reached.
"I would base my level of confidence in this case on the fact that our national security centre indicated that they were able to trace the attack to Valdare. Although certainly it's possible that they could have made a mistake (if perhaps the attach was done via proxy or something, I'm not sure if that's possible), nevertheless I would have to make the assumption that our security centre has the top experts in the field and that if they're certain that they've pinpointed that this is where the attack came from, then surely they must most likely be correct. However, not knowing further details or whether they themselves (the security centre staff) had any doubts, I assigned this an 8 rather than a 10.","The new information does not contradict what was previously stated.  So, based on this, I would think it's safe to assume that this hactivist group was operating within Vadare. Therefore, since the information does not contract, it is still reasonable to have 80% confidence that the attack came from Vadare at this point, unless further information later contradicts this."
"While it is suspected that Vadare is behind the cyber attack, no final proof was presented. It's important to go in depth to really discover who is behind the attack. While it is probable that Vadare is the one doing it, we need not to exclude others from the possible suspects.","There is a need to discover the nationality of the hackers. They might be from Vadare, but they might as well be from our country. The apprehension of the hackers crew is paramount, and help from Vadare itself might be given if they don't feel like they are under accuse."
"It has been traced back to have come from Vadare, possibly an attempt to undermine or control the political order in my country",If the attack is from a known cyber group with a well known history of similar attacks the source of the attack is not related to the country of origin but rather the individuals who run the organisation
I am the director of NCSC and as such I am confident that the attack must have been from Vadare ,"CyberChaosCrew could have been acting on behalf of Vadare's government. There's also no mention of where they are based, it is still possible that they reside in Vadare. However given that they usually attack for fun I am only 50/50 on whether the attack was Vadare's fault"
"It is possible that the cyber attack came from Vadare, especially if there has been growing conflict between the two countries. However, it is also possible that the attack could be complex enough that it implicates Vadare without Vadare actually being involved. If a section of the community within Idimore wished to cause disruption with the aim of increasing tension between the countries, This would be possible through such an attack. The same could apply to any other country or group wishing to cause disruption. It is even possible that such an attack occurred due to Computer  geeks  seeing how far they could go to break into systems with high levels of protection, without thought of potential outcomes.","My confidence level has decreased due to the new information as I had already considered such a possibility previously. This can and does happen (e.g. USA demands for the exportation of a British nation who broke into government systems to explore his ability to do that) and therefore it is possible that the attack was from an outside source, not connected to Vadare. Hackers seem to be able to keep up with new systems."
"Based on the information given, it was an unproven assumption that the cyber attack came from Vadare. We were told this was the case, but not how that conclusion had came about.  Could it have been another country or an internal problem?",I still don't see how there is prof that the attack came from Valdare. The further information identifies the group they believe t be responsible but we do not know where this group originates or is based
Since Vadare is a neighbor country they could be planning an attack to overtake our country. It could also be a political issue,"It was proved that it was an hacktivist group, but they could have been paid by Vadare  to do it"
"Cyber attacks are difficult to trace and hostile governments can base their attacks in other countries, making it harder to trace where the original hostile intent lay.  However, it is worth considdering what the general political situation is like between Vadare and our country, and whether this attack is consistent with a generally hostile foreign policy between our nations.","As stated previously, it is possible that Vadare was able to outsource its cyber offensive to this group and use them as a proxy to attack our country.  Again it is important to maintain dialogue with Vadare through official chanels and not let this be the only thing that informs our view of our international relations."
"The National Security team have indicated that the attack came from Vadare. As such we should trust their findings and take them seriously, even if they can not be 100% sure of the identity of the culprit(s).",Following further forensic analysis it appears that on this occasion Vadare were not behind the attack. This doesn't mean that the Security Centre cannot be trusted in future. Attacks come from many places.
"Although no background has been given as to the possible motives of Vadare, I must take at face value the professional advice of my team who have told me that the attacks have originated from there. ","The initial report was plausible but now further forensic testing has been conducted, I’m more inclined to believe the new suspected origin of the attack. "
"Vadare, our enemies of old. They would stop at nothing to interrupt our glorious country's march into the future, they've shown their true colours throughout our long histories. Of course it was them, curse them. We traced the attack back to Vadare government servers, there can be no doubt.","This is, of course, a diversionary tactic used by Vadare. Either they paid this group, or merely framed them."
"The intelligence received traced the cyber-hack back to a computer which was in Vadare. I am quite confident this is where the attack came from however, it is possible to bounce IP addresses to look as though they are coming from one place instead of it's actual location. I would base a lot of confidence in my country's IT intelligence team that this has been looked into but this is why I am not 100% confident.",It seems that the activist group os responsible for the attack but they could still be based in Vadare or simply claiming liability to further their cause. I would still not be 100% that Vadare was NOT involved until I had solid facts.
"The security systems have traced the attack back to Valdare, however, advanced hackers could have intended to set the attack up so that it would appear to have come from Valdare. I also don't know whether Valdare's officials were involved, or if it was a rogue attacker, and where they might be normally resident.","Again, this group are not representative of the entire country. The country where the computer was used may have been in Valdare, but the online group is probably international."
"As the attack was traced back to computer used by the government of that country, it would appear that their government officials are involved in the attack. It is an official policy rather than some random person. I'm assuming the agency who traced the attack is competent. I also assume that the country which originated the attack was not abole to cover their tracks by making it seem like it came from somewhere else, hence the 9 rather than 10 rating.",I'm a bit confused about where the attack may have come from but am still trusting the original report that stated it came from Vadare - maybe the hacktavist group hacked into the government computers of Vadare. I'm sure it wasn't a government attack though
"The source of information was a reliable source, who are experts in this field. I only put 8 as I would like to have discussions with them directly to be 100% confident ",Vadere is a neighbouring country so it still may have come from Vadare and it still may have been from a govt operated machine 
"I feel fairly confident that I can trust the NCSC to give accurate information and trace back the attack correctly. However, I do believe that someone with enough skill and the right technology could make the attack appear to be from somewhere it wasn't. ",It seems clear that the hacktivist group have more reason to perform the cyber attack and therefore I am more confident that it came from them. 
I think it is possible it is Vadare but not confirmed. I think it is possible as they are not necessarily friendly neighbours. We cannot prove it is them. Unless they agree it was caused by them I don't think I can be certain it was them.,I think that Vadare may have encouraged the hacker group. However the hacker group could have been working entirely independently. I still don't think that I could be certain it was Vadare behind them though which is why I kept my previous view but reduced my confidence a little.
"The attack has been traced back to computers of the vadare government highlighting that they could have played a role in the attack. However, the evidence is not strong and will need further investigation ","The information states that a group completed the attack. However, this does not mean to say that it had nothing to do with Vadare. It does look more likely now that they were not responsible"
The likelihood based on the information is that it has come from them but equally with computing it is more than possible to provide misinformation,nothing further has been provided other than this is a non-malicious/hostile group with little political motivation so I would suspect more that they are deliberately making it appear that the threat has come from Vadare
It traced it back to the computers at Vadare,It doesnt say where the Cyberchaos crew are based. They could be based anywhere
"The National Cyber Security Center have some of the best cyber annalists and are fully qualified to recognize and deal with this type of threat from a neighboring country. Currently the services affected by the cyber attack range from the National Elections being affected to air traffic control systems being disrupted. We have successfully traced the cyber attack back to government issued computers inside Vadare, which has lead to the conclusion that this is a politically motivated attacked designed at destabilizing this counties government at a vulnerable time. ","Further probing and research has shown us that the cyber attack was actually caused by a hacktivist group called CyberChaosCrew, this is still a politically motivated attack however, but now it was no longer done by Vadare and they are as much a victim as we are."
My subordinates have traced the cyber-attack to government computers operated by Vadare. The system appears to have been hacked just before an election to interfere with it. Also the attack is sophisticated and now spreading to air traffic control and causing serious problems with travel which could be dangerous.,"CyberChaosCrew may well have hacked into Vadare's computers to make it appear that the cyber-attack came from their computers. As there is a group specifically known for hacking government systems it's more likely to be them than any other organisation, especially when there is proof of it being from them. However it's not certain it's purely them as another government could employ them to interfere with a neighbour depending on the sort of government that neighbour has."
"The attacks have been traced back to Vadare, but hackers could easily hide the IP address of where they are. They could also try and point the finger of suspicion at Vadare by making the attacks seem to come from there. While Vadare remains the most likely suspect, I would need to investigate further to be sure.","The new information means it's likely that the hacker crew are responsible. They have a history of attacking for fun, but they could still have been funded in this attack by Vadare or another country."
"I am confident in my company and it's workers and their ability. They have traced the attack back to computers in Vadare. The attack is ongoing, giving my colleagues the time and evidence needed to make their findings more conclusive. However, before speaking to Vadare officials I wouldn't want to be 100% sure in my thoughts as, even with some evidence, they deserve a chance to explain and shouldn't be directly attacked at first point. ","I have changed my answer as new forensic evidence has suggested the attack came from an activist group who have been attacking government gateways for fun. This new evidence has brought in another highly likely culprit which needs investigation. I haven't put the result as low as 1, as there is always a chance that the group is acting upon orders from Vadare. This also needs to be investigated. "
The agency are usually quite accurate in their investigations. My understanding of the motivations of the Vadarian government also lead me to the conclusion that the attack probably originated there. However we must be certain that this is the case before taking action.,This new information is important but does not change everything. The fact that the attack did not come from a potentially hostile state however does not mean that there is not connection between the hackers and Vadare.
Vadare do or even may have some part in this attack but it is not certain. Reason for my answer is that it could of been another organisation that planted the attack for a number of reasons. Vadare is the easy target to blame here.,"As stated previously, Vadere may be working in coalition with the other organisation but it is not certain. Vadare, agree may have provided the information but alternatively they may have not and the new attackers planted this attack solely on their own."
"Although stated that the cyber attack has come from Vadare, there is no evidence to show it.  If there was a source of this information and also proof then I would be more confident in believing that the cyber attack came from there. Also if there was a context of previous tensions between the two countries then that would also make me more confident.","This group has a prior record of hacking government systems so it is likely that they are behind it. The fact that there has been further forensic analysis and another group found responsible makes me even less confident that Vadare is behind it.    However, it is possible that a wing of this hacking group is based in Vadare."
"The recent cyber attacks were traced back to Vadare.  The most likely reason is that they originated in Vadare, although I suppose it is possible that someone with advanced cyber skills would be able to lay a trail to Vadare.  Even if the cyber attacks originated within Vadare we would have no proof that the Vadarian government were implicated, or aware of the attack.",This CyberChaosCrew bunch of idiots could be based anywhere in the globe - they most likely don't even know each other.  I wouldn't blame Vadare and given this new information I don't think there is any proof that the attack came from Vadare.  I wouldn't be confident of pinning down any geographical location.
Fairly confident - the attack came from their government servers which I would assume are also very secure.,There is a possibility that the cyber group intended to cause a rift between the two countries 'for fun'
"The evidence appears to point towards Vadare being responsible. However, I am unsure what the evidence is and if it's reliable so I can't be completely confident at this time. I feel I need to exercise caution.",I am cautious just as I was before. This group may have caused the cyber attack but I am unsure why or if it was directed by anyone.
"I've no idea why Vadare would be involved in a cyber-attack and there certainly isn't concrete proof or their involvement. However, intelligence seems to indicate that Vadare is the source of the disruption.",My answer is the same as the previous one I gave. I could elaborate if I knew if Hacktivist came from or are based in Vadare. If they had an association with Vadare then the evidence would be more compelling.
